date_time,gw_va_shen,p_va_shen,sw_va_shen,r_va_shen,gw_va_nova,p_va_nova,sw_va_nova,r_va_nova,gw_md_cent,p_md_cent,sw_md_cent,r_md_cent,gw_md_west,p_md_west,sw_md_west,r_md_west,region_md_cent,region_md_west
2038-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
